Account Number,Reporting Period,Origination Date,Credit Limit,Outstanding Balance,CLTV Ratio,Interest Rate,Delinquency Status,Property State,Credit Score,Loan Type,DTI Ratio,Loan Modification,Charge-Off Status
205035,2025-02,2021-11-20,52981,117990,63.81,7.06,Current,FL,633,Fixed,40.81,No,No
205036,2025-02,2015-09-27,161430,187677,76.23,6.73,30 Days,WA,602,HELOC,38.77,No,No
205037,2025-02,2016-10-09,80047,152586,97.22,3.31,Current,FL,789,HELOC,33.63,No,No
205038,2025-02,2017-07-14,234489,174662,93.4,6.75,Current,CA,585,Fixed,17.23,No,No
205039,2025-02,2016-04-14,39869,94864,80.17,7.23,Current,FL,813,HELOC,27.95,No,No
205040,2025-02,2018-03-27,12762,20517,53.11,7.05,Current,WA,633,Fixed,37.04,Yes,No
205041,2025-02,2023-05-18,246616,11065,67.45,8.77,Current,FL,589,HELOC,42.33,No,No
205042,2025-02,2021-07-20,180701,27201,81.91,3.45,90+ Days,IL,626,Fixed,49.04,No,No
205043,2025-02,2018-09-30,25841,47518,81.2,7.63,Current,IL,728,Fixed,23.27,No,No
205044,2025-02,2020-03-27,187950,41254,60.96,8.88,Current,WA,619,HELOC,42.47,No,No
205045,2025-02,2022-10-03,137281,81420,96.75,6.24,Current,FL,692,Fixed,27.52,No,No
205046,2025-02,2017-02-07,209852,38200,80.23,7.56,Current,FL,693,HELOC,37.93,No,No
205047,2025-02,2023-10-10,100050,34449,96.5,5.17,Current,CA,527,Fixed,54.14,No,No
205048,2025-02,2016-11-25,155647,21509,86.74,4.65,Current,WA,807,HELOC,53.46,No,No
205049,2025-02,2016-09-05,222750,33918,92.41,4.79,30 Days,TX,567,HELOC,50.16,No,No
205050,2025-02,2015-03-21,96328,183168,84.59,3.21,Current,NY,729,HELOC,28.88,No,No
205051,2025-02,2018-10-10,127783,126465,78.01,8.33,Current,WA,523,HELOC,22.48,No,No
205052,2025-02,2023-12-23,110365,111588,91.46,6.62,Current,GA,614,HELOC,54.04,No,No
205053,2025-02,2022-11-09,100589,187758,88.93,5.77,Current,IL,582,Fixed,54.69,No,No
205054,2025-02,2022-01-18,92515,91987,77.73,8.46,30 Days,WA,625,HELOC,42.16,No,No
205055,2025-02,2019-09-09,46649,81762,70.94,4.36,Current,WA,611,HELOC,41.08,No,No
205056,2025-02,2019-10-07,18758,159326,98.08,4.95,Current,WA,756,HELOC,36.02,No,No
205057,2025-02,2022-01-15,188523,192433,69.31,5.92,Current,FL,743,Fixed,46.04,No,No
205058,2025-02,2017-04-12,153862,41667,72.82,3.49,30 Days,WA,724,HELOC,37.52,No,No
205059,2025-02,2020-04-04,148800,114748,57.28,4.86,Current,TX,801,HELOC,40.89,No,No
205060,2025-02,2023-07-21,222867,125226,66.72,5.04,Current,IL,668,Fixed,27.34,No,No
205061,2025-02,2017-05-21,155828,92333,98.6,7.41,Current,IL,817,Fixed,51.11,No,No
205062,2025-02,2017-06-12,28669,99340,93.63,8.25,Current,GA,557,Fixed,34.58,No,No
205063,2025-02,2022-07-01,248979,23033,51.4,6.57,Current,CA,675,Fixed,45.98,No,No
205064,2025-02,2023-07-08,230208,65030,56.42,3.31,Current,NY,738,HELOC,30.96,No,No
205065,2025-02,2021-05-21,151316,129623,81.41,6.25,Current,CA,647,Fixed,52.4,No,No
205066,2025-02,2019-12-19,170879,97318,73.4,5.23,Current,WA,648,HELOC,22.87,No,No
205067,2025-02,2016-09-13,73498,117830,65.21,9.0,30 Days,CA,741,HELOC,21.7,No,No
205068,2025-02,2023-08-04,65002,48101,73.93,6.59,Current,NY,545,Fixed,32.67,No,No
205069,2025-02,2015-06-16,148584,142407,85.91,3.94,Current,CA,693,HELOC,48.83,No,No
205070,2025-02,2016-11-19,102367,74175,66.46,4.23,Current,NY,529,Fixed,47.6,No,No
205071,2025-02,2018-02-01,179411,43399,95.34,7.71,60 Days,CA,665,HELOC,37.9,No,No
205072,2025-02,2016-07-17,17425,111020,91.09,6.9,Current,NY,599,Fixed,15.64,No,No
205073,2025-02,2021-01-06,153759,147444,85.05,5.96,Current,GA,529,HELOC,20.35,No,No
205074,2025-02,2018-12-09,198154,23351,98.54,3.47,30 Days,IL,692,HELOC,52.6,No,No
205075,2025-02,2019-02-07,129321,82334,53.2,7.56,Current,CA,713,HELOC,34.02,No,No
205076,2025-02,2015-02-03,68375,196386,85.08,7.28,Current,IL,645,Fixed,33.98,No,No
205077,2025-02,2015-09-10,53615,42311,93.06,5.89,Current,CA,616,HELOC,41.8,No,No
205078,2025-02,2022-05-09,223439,155580,70.37,5.67,Current,TX,768,HELOC,40.98,No,No
205079,2025-02,2018-10-29,130721,35199,84.93,4.89,Current,GA,813,HELOC,50.26,No,No
205080,2025-02,2017-10-27,54418,72610,65.65,3.33,Current,WA,688,HELOC,29.06,No,No
205081,2025-02,2015-09-06,110909,144487,79.23,7.95,Current,CA,815,Fixed,15.95,No,No
205082,2025-02,2018-07-25,224506,35056,75.07,7.63,Current,WA,641,Fixed,33.91,No,No
205083,2025-02,2015-05-14,155817,23217,54.04,6.35,Current,IL,774,Fixed,20.38,No,No
205084,2025-02,2022-08-31,119162,108826,63.55,4.84,30 Days,IL,756,HELOC,31.39,No,No
205085,2025-02,2016-01-25,142329,116673,82.81,6.94,Current,WA,744,Fixed,22.71,No,Yes
205086,2025-02,2015-06-12,190300,194206,90.2,8.88,Current,IL,625,Fixed,43.95,No,No
205087,2025-02,2018-02-14,211345,90309,88.15,7.23,Current,TX,830,HELOC,43.71,No,No
205088,2025-02,2016-11-18,248769,55911,67.11,3.51,Current,FL,717,Fixed,21.57,No,No
205089,2025-02,2019-02-04,41309,43501,67.38,6.7,Current,CA,579,Fixed,40.44,No,No
205090,2025-02,2019-04-26,208391,54120,92.47,8.66,Current,TX,577,Fixed,40.95,Yes,No
205091,2025-02,2022-10-30,245957,145604,95.75,5.48,Current,IL,662,Fixed,36.59,No,No
205092,2025-02,2018-02-08,34648,9800,55.49,3.23,Current,FL,628,Fixed,37.41,No,No
205093,2025-02,2018-03-23,197335,126383,78.36,4.61,Current,CA,713,Fixed,33.69,Yes,No
205094,2025-02,2022-04-04,40289,67842,97.46,8.2,Current,WA,780,Fixed,23.92,No,No
205095,2025-02,2023-03-06,199053,49347,65.11,5.23,Current,FL,718,HELOC,16.54,No,No
205096,2025-02,2015-04-18,165062,158074,89.64,4.45,60 Days,GA,755,HELOC,53.6,No,No
205097,2025-02,2023-07-18,178134,22092,72.14,5.59,Current,WA,620,Fixed,15.65,No,No
205098,2025-02,2018-05-09,40037,97646,77.6,7.05,Current,CA,644,HELOC,33.03,No,No
205099,2025-02,2021-07-22,52793,151445,86.55,6.75,30 Days,GA,611,Fixed,37.75,Yes,No
205100,2025-02,2022-08-10,44022,188336,86.21,8.11,Current,FL,536,HELOC,25.1,No,No
205101,2025-02,2016-10-04,223838,115203,52.21,3.48,Current,WA,645,HELOC,53.23,No,No
205102,2025-02,2020-01-22,137897,171765,52.72,3.42,Current,IL,767,HELOC,19.47,No,No
205103,2025-02,2016-07-11,249624,51861,54.78,5.29,Current,CA,688,HELOC,32.17,No,No
205104,2025-02,2022-06-01,27066,10845,87.55,5.89,Current,GA,510,Fixed,28.09,No,No
205105,2025-02,2023-10-05,112631,85890,92.95,8.38,60 Days,WA,622,HELOC,48.26,No,No
205106,2025-02,2019-05-20,49094,28126,60.89,5.13,Current,FL,732,Fixed,37.1,No,No
205107,2025-02,2023-07-03,172497,119033,82.67,3.9,Current,WA,676,Fixed,15.39,No,No
205108,2025-02,2015-03-25,106161,60513,51.55,3.77,Current,CA,524,HELOC,46.35,No,No
205109,2025-02,2016-07-11,68057,169022,82.44,7.39,30 Days,TX,594,Fixed,41.06,No,No
205110,2025-02,2015-03-09,152810,21522,78.62,8.25,Current,NY,747,HELOC,30.33,No,No
205111,2025-02,2021-12-01,197176,24208,77.16,4.18,Current,IL,510,HELOC,53.77,Yes,No
205112,2025-02,2016-11-22,241831,89900,61.89,6.16,Current,IL,615,Fixed,20.26,No,No
205113,2025-02,2022-12-25,158139,49729,52.35,4.16,Current,NY,707,Fixed,24.41,No,No
205114,2025-02,2018-08-22,149636,180234,90.76,4.97,Current,WA,554,HELOC,26.69,No,No
205115,2025-02,2020-08-23,190093,85704,85.32,6.05,Current,CA,765,Fixed,32.52,No,No
205116,2025-02,2021-02-19,70379,182582,87.5,4.98,Current,TX,588,HELOC,17.42,No,No
205117,2025-02,2018-11-23,133488,112213,75.79,3.05,Current,IL,800,Fixed,51.97,No,No
205118,2025-02,2015-08-04,165251,34898,55.27,3.15,Current,WA,656,HELOC,16.12,No,No
205119,2025-02,2016-03-14,39315,104630,87.05,3.39,30 Days,WA,598,Fixed,40.99,No,No
205120,2025-02,2020-12-29,67776,116685,84.2,3.8,30 Days,NY,840,Fixed,35.98,No,No
205121,2025-02,2016-08-19,215578,155123,96.46,5.96,Current,TX,645,Fixed,18.05,No,No
205122,2025-02,2015-01-09,133305,66577,95.07,6.76,30 Days,IL,553,Fixed,30.47,No,No
205123,2025-02,2020-02-12,11904,94569,65.31,7.09,Current,FL,661,Fixed,24.17,No,No
205124,2025-02,2021-07-16,208048,90763,71.12,4.46,Current,IL,664,Fixed,16.66,No,No
205125,2025-02,2019-04-23,124043,96040,56.93,8.07,Current,NY,680,Fixed,16.15,No,No
205126,2025-02,2020-05-27,84128,118157,79.01,7.51,30 Days,GA,608,Fixed,45.09,No,No
205127,2025-02,2016-02-22,126731,20798,60.13,8.77,Current,FL,738,HELOC,33.69,No,No
205128,2025-02,2017-08-22,83201,57785,93.87,6.18,30 Days,CA,556,HELOC,21.41,No,No
205129,2025-02,2018-07-25,124445,197106,92.3,6.36,Current,TX,754,Fixed,49.34,No,No
205130,2025-02,2017-01-04,25148,73344,73.57,4.76,Current,TX,798,HELOC,24.3,No,No
205131,2025-02,2017-01-21,243357,166045,61.27,3.9,Current,GA,826,Fixed,46.21,No,No
205132,2025-02,2019-05-02,101826,77006,82.78,8.82,Current,CA,605,HELOC,18.17,No,No
205133,2025-02,2018-01-26,237020,194476,56.07,3.58,Current,NY,606,HELOC,47.36,No,No
205134,2025-02,2018-02-01,71042,170775,57.96,5.77,Current,TX,573,Fixed,38.47,No,No
205135,2025-02,2016-06-27,126604,102210,96.94,4.53,30 Days,WA,672,Fixed,26.64,No,No
205136,2025-02,2015-02-18,220354,168212,86.1,4.15,Current,WA,525,Fixed,51.64,No,No
205137,2025-02,2020-02-06,177999,106771,70.88,3.73,Current,IL,500,Fixed,47.07,No,No
205138,2025-02,2015-09-26,18780,168419,93.63,8.87,Current,TX,727,HELOC,46.7,No,No
205139,2025-02,2021-09-16,221275,90094,58.56,7.95,Current,GA,803,Fixed,53.84,No,No
205140,2025-02,2016-05-13,237513,46801,74.88,5.87,Current,IL,570,Fixed,37.91,No,No
205141,2025-02,2020-08-17,109463,80930,74.38,6.72,Current,CA,668,Fixed,33.9,No,No
205142,2025-02,2016-01-07,64534,189163,59.59,4.37,Current,FL,548,HELOC,54.51,No,No
205143,2025-02,2018-08-23,119514,132389,91.43,7.25,Current,WA,698,HELOC,37.99,No,No
205144,2025-02,2022-06-02,69264,167295,57.69,8.47,Current,CA,616,Fixed,47.91,No,No
205145,2025-02,2015-01-13,110717,9122,93.11,4.81,Current,CA,817,HELOC,41.67,No,No
205146,2025-02,2023-10-24,14530,17947,84.73,3.97,Current,TX,626,Fixed,24.3,No,No
205147,2025-02,2016-07-02,140485,137705,81.96,5.04,Current,WA,589,HELOC,43.06,No,No
205148,2025-02,2023-01-06,155750,83465,76.86,8.37,Current,FL,503,Fixed,41.61,No,No
205149,2025-02,2021-01-02,102379,125362,66.73,4.59,Current,FL,657,Fixed,54.01,No,No
205150,2025-02,2022-12-05,119101,154698,82.94,5.04,Current,WA,571,Fixed,19.34,No,No
205151,2025-02,2018-06-15,157957,51890,65.7,4.39,Current,GA,525,Fixed,37.35,Yes,No
205152,2025-02,2022-05-28,89662,118584,81.58,3.65,Current,NY,512,HELOC,15.82,No,No
205153,2025-02,2015-06-20,117536,92322,59.85,7.89,Current,FL,744,Fixed,24.92,No,No
205154,2025-02,2021-11-24,150961,23237,81.38,7.77,Current,FL,680,HELOC,37.93,No,No
205155,2025-02,2022-09-04,17308,71032,74.5,4.89,Current,FL,795,HELOC,53.95,No,No
205156,2025-02,2021-04-09,164645,48147,88.08,8.76,Current,WA,585,HELOC,41.86,No,No
205157,2025-02,2019-07-25,161676,45825,87.98,4.01,Current,TX,701,Fixed,15.21,No,No
205158,2025-02,2016-03-19,86605,104528,77.65,3.34,Current,WA,560,HELOC,43.95,No,No
205159,2025-02,2018-01-12,181380,35502,75.41,4.89,Current,TX,664,Fixed,24.63,No,Yes
205160,2025-02,2019-09-11,191603,146266,66.3,3.69,30 Days,CA,641,HELOC,40.82,No,No
205161,2025-02,2018-04-09,21156,155165,55.06,4.05,Current,GA,573,Fixed,53.5,No,No
205162,2025-02,2017-01-14,163025,67698,86.76,7.42,Current,CA,503,Fixed,21.47,No,No
205163,2025-02,2021-03-12,115082,108549,64.81,3.41,Current,TX,574,HELOC,41.04,No,No
205164,2025-02,2019-11-14,62616,25881,88.22,5.39,30 Days,CA,590,Fixed,52.75,No,No
205165,2025-02,2023-11-05,62356,50892,71.01,4.09,Current,FL,617,HELOC,47.55,No,No
205166,2025-02,2020-03-30,33475,149645,84.27,3.01,Current,FL,516,Fixed,41.18,No,No
205167,2025-02,2015-03-13,99129,29869,58.41,7.56,Current,FL,663,Fixed,38.25,No,No
205168,2025-02,2023-07-20,54689,118674,86.67,8.73,Current,IL,774,HELOC,22.15,No,No
205169,2025-02,2022-06-23,94640,109213,56.17,8.17,90+ Days,CA,535,Fixed,38.15,No,No
205170,2025-02,2015-06-24,45366,131053,65.86,7.96,Current,FL,599,Fixed,19.18,No,No
205171,2025-02,2019-01-04,46138,81255,66.16,3.42,Current,CA,590,HELOC,40.61,No,No
205172,2025-02,2017-04-04,181158,182734,51.74,6.93,Current,TX,523,Fixed,53.23,No,No
205173,2025-02,2015-02-03,172470,114008,90.88,5.26,Current,WA,849,HELOC,41.04,No,No
205174,2025-02,2020-10-29,194946,122418,68.45,4.4,Current,GA,729,HELOC,38.52,No,No
205175,2025-02,2015-11-06,129031,41859,52.05,7.54,Current,GA,738,HELOC,23.53,No,No
205176,2025-02,2015-11-01,37650,136807,80.56,7.96,Current,NY,696,Fixed,29.47,No,No
205177,2025-02,2022-07-17,142414,73967,75.33,8.08,Current,IL,824,HELOC,33.88,No,No
205178,2025-02,2016-01-31,55855,61599,53.65,7.21,Current,TX,529,Fixed,16.86,No,No
205179,2025-02,2019-08-31,232242,131448,81.8,4.24,Current,GA,674,Fixed,30.95,No,No
205180,2025-02,2021-12-17,192164,180232,60.71,3.74,Current,NY,559,Fixed,54.97,Yes,No
205181,2025-02,2020-10-30,94651,100662,85.65,5.1,Current,GA,523,HELOC,30.03,No,No
205182,2025-02,2017-04-02,69208,95517,64.57,8.6,Current,CA,623,Fixed,28.41,No,No
205183,2025-02,2020-12-04,162054,25223,84.79,8.11,Current,NY,546,HELOC,51.08,No,No
205184,2025-02,2019-08-12,184113,71064,60.88,7.58,Current,CA,605,Fixed,45.92,No,No
205185,2025-02,2022-04-28,147168,80274,98.81,6.54,Current,IL,573,HELOC,40.24,No,Yes
205186,2025-02,2017-12-07,88116,156327,65.67,8.77,Current,GA,722,Fixed,37.22,No,No
205187,2025-02,2022-08-16,140530,193100,55.94,4.98,Current,NY,585,Fixed,25.98,No,No
205188,2025-02,2023-08-24,104653,195346,80.23,3.73,Current,GA,536,Fixed,36.92,No,No
205189,2025-02,2015-01-31,168902,128858,75.36,5.15,Current,FL,812,Fixed,39.51,No,No
205190,2025-02,2016-09-12,27824,171916,79.19,4.83,Current,IL,828,Fixed,47.91,No,No
205191,2025-02,2015-09-27,229217,64563,84.83,4.75,Current,WA,847,Fixed,23.16,No,No
205192,2025-02,2015-10-28,114940,51212,75.3,4.11,Current,CA,812,Fixed,45.42,No,Yes
205193,2025-02,2017-07-21,139628,161793,51.33,4.46,60 Days,GA,738,Fixed,25.99,No,No
205194,2025-02,2021-02-19,186977,57256,59.61,7.75,60 Days,TX,705,HELOC,26.65,Yes,No
205195,2025-02,2019-02-05,142681,161442,53.17,3.22,Current,TX,618,Fixed,36.08,No,No
205196,2025-02,2017-07-14,221186,12809,51.9,8.82,Current,FL,591,HELOC,34.35,No,No
205197,2025-02,2023-06-24,134391,81293,97.75,7.24,30 Days,NY,605,HELOC,43.08,No,No
205198,2025-02,2020-08-05,160422,26672,87.72,8.54,Current,FL,695,Fixed,54.01,No,No
205199,2025-02,2019-07-11,89731,114798,76.85,3.83,Current,GA,631,HELOC,49.58,No,No
205200,2025-02,2017-11-22,157059,70898,99.08,4.82,Current,NY,606,Fixed,32.32,No,No
205201,2025-02,2018-03-13,224045,50880,73.16,8.36,Current,CA,783,Fixed,46.28,No,No
205202,2025-02,2016-10-14,51811,49189,52.92,5.75,Current,IL,727,Fixed,54.45,No,No
205203,2025-02,2021-08-17,19014,148920,66.67,4.42,Current,NY,604,Fixed,15.58,Yes,No
205204,2025-02,2022-07-26,189128,199868,54.15,8.94,30 Days,WA,543,HELOC,43.26,No,No
205205,2025-02,2015-08-16,233065,137322,80.11,8.92,Current,CA,832,Fixed,31.73,No,No
205206,2025-02,2018-02-06,62225,35397,74.94,6.05,Current,TX,747,Fixed,53.0,No,No
205207,2025-02,2016-01-23,206152,78896,97.88,8.19,Current,GA,682,HELOC,24.67,No,No
205208,2025-02,2022-12-22,247349,24344,63.14,4.75,Current,NY,529,Fixed,36.7,No,No
205209,2025-02,2017-03-17,138456,78060,98.45,4.73,Current,TX,662,Fixed,22.45,No,No
205210,2025-02,2016-07-31,57142,37425,77.85,7.89,Current,WA,849,Fixed,52.2,No,No
205211,2025-02,2018-10-07,14425,133150,59.57,8.52,Current,NY,576,HELOC,45.64,No,No
205212,2025-02,2022-08-25,118120,73246,54.04,7.96,Current,WA,673,Fixed,36.5,No,No
205213,2025-02,2021-11-20,210685,53638,90.26,7.79,Current,IL,655,Fixed,25.82,No,No
205214,2025-02,2021-10-30,206533,54007,81.98,3.71,Current,CA,673,Fixed,19.1,No,No
205215,2025-02,2019-05-17,137837,5156,70.75,7.72,Current,CA,672,HELOC,46.53,No,No
205216,2025-02,2015-12-24,223230,194395,82.93,4.94,Current,FL,599,HELOC,31.46,No,No
205217,2025-02,2017-09-16,199916,31272,77.64,3.35,Current,FL,521,Fixed,16.25,No,No
205218,2025-02,2020-12-20,119585,193612,56.2,4.53,Current,IL,530,HELOC,30.61,No,No
205219,2025-02,2023-11-21,90868,178218,58.09,5.81,Current,FL,776,HELOC,30.69,No,No
205220,2025-02,2018-08-20,200081,199707,70.06,6.2,Current,GA,803,HELOC,54.57,No,No
205221,2025-02,2016-01-16,234903,8646,93.4,7.25,Current,GA,511,Fixed,25.05,No,No
205222,2025-02,2018-09-29,64271,79115,65.14,4.39,Current,TX,522,HELOC,27.7,No,No
205223,2025-02,2022-05-23,67389,183068,90.97,5.18,Current,GA,724,Fixed,47.7,No,No
205224,2025-02,2017-02-25,243727,80270,83.41,7.3,Current,GA,816,Fixed,28.02,No,No
205225,2025-02,2023-11-18,174395,153430,70.87,4.6,Current,TX,667,Fixed,52.18,No,No
205226,2025-02,2015-11-08,179723,159623,51.46,4.61,Current,GA,656,HELOC,35.45,No,No
205227,2025-02,2015-09-20,23302,190369,96.26,3.7,30 Days,FL,836,Fixed,33.65,No,No
205228,2025-02,2022-04-11,137634,131003,56.99,7.63,Current,IL,640,HELOC,43.29,No,No
205229,2025-02,2019-02-16,105720,13843,62.75,7.34,Current,NY,638,HELOC,50.08,No,No
205230,2025-02,2015-12-26,178587,190600,85.97,7.64,Current,TX,693,Fixed,17.49,No,No
205231,2025-02,2021-06-17,247600,68640,95.08,4.86,Current,IL,816,HELOC,54.76,No,No
205232,2025-02,2018-10-22,160716,73020,93.33,3.11,Current,GA,771,Fixed,23.5,No,No
205233,2025-02,2018-06-22,62261,86508,85.43,6.88,Current,WA,844,HELOC,41.59,No,No
205234,2025-02,2015-06-10,153379,64327,56.7,5.88,Current,FL,818,HELOC,53.34,No,No
205235,2025-02,2021-08-07,209794,34270,96.49,4.93,Current,FL,730,HELOC,54.31,No,No
205236,2025-02,2022-10-14,34084,71543,95.39,3.17,Current,FL,796,Fixed,46.29,Yes,No
205237,2025-02,2015-01-21,50149,106853,58.87,3.77,Current,IL,765,HELOC,16.39,No,No
205238,2025-02,2015-01-26,27118,123085,76.96,5.13,Current,CA,677,HELOC,31.88,No,No
205239,2025-02,2018-03-29,136752,104836,95.16,4.76,Current,NY,771,Fixed,22.18,No,No
205240,2025-02,2017-08-31,191139,191504,57.18,7.99,Current,WA,652,Fixed,34.7,No,No
205241,2025-02,2023-11-11,240256,177817,67.98,5.99,Current,WA,822,HELOC,25.3,No,No
205242,2025-02,2018-03-18,64260,75116,68.69,7.11,Current,IL,549,HELOC,17.65,No,No
205243,2025-02,2017-10-03,31532,124663,75.4,8.97,Current,GA,518,Fixed,42.34,No,No
205244,2025-02,2015-01-17,181244,77656,78.12,7.53,Current,FL,665,Fixed,54.74,No,No
205245,2025-02,2018-08-10,189718,144565,73.45,4.29,Current,NY,595,Fixed,16.49,No,No
205246,2025-02,2021-09-13,11385,199939,54.3,4.91,Current,FL,609,HELOC,16.41,No,No
205247,2025-02,2021-06-13,35160,47030,86.52,6.65,Current,WA,505,Fixed,19.97,No,No
205248,2025-02,2020-09-10,20717,58105,85.69,4.17,Current,IL,698,Fixed,38.84,No,No
205249,2025-02,2016-06-01,31200,8896,90.33,5.55,Current,CA,630,HELOC,43.91,No,No
205250,2025-02,2015-06-05,22699,120409,72.43,5.9,30 Days,WA,752,Fixed,35.63,No,No
205251,2025-02,2018-11-18,242085,90810,94.27,7.32,Current,TX,835,HELOC,45.02,No,No
205252,2025-02,2016-06-23,128669,62316,62.29,7.28,Current,WA,654,Fixed,50.27,No,No
205253,2025-02,2018-05-30,121007,143596,99.66,4.73,30 Days,GA,698,Fixed,51.33,No,No
205254,2025-02,2019-12-27,192445,70954,50.26,3.5,Current,GA,501,HELOC,17.48,No,No
205255,2025-02,2020-06-24,205423,83640,63.61,8.14,Current,FL,640,HELOC,35.7,No,No
205256,2025-02,2023-08-03,50990,147495,51.9,4.47,Current,IL,591,HELOC,21.77,No,Yes
205257,2025-02,2015-06-23,129909,171820,92.73,3.21,60 Days,FL,730,Fixed,26.87,No,No
205258,2025-02,2023-05-26,182875,125393,67.39,7.98,Current,TX,733,HELOC,18.33,No,No
205259,2025-02,2017-06-18,35385,156276,81.98,3.59,Current,WA,557,Fixed,53.09,No,No
205260,2025-02,2022-12-21,112580,160471,67.89,6.92,Current,IL,539,HELOC,16.27,No,No
205261,2025-02,2018-03-14,120284,43765,52.78,8.03,30 Days,CA,848,Fixed,17.62,No,No
205262,2025-02,2023-11-06,169470,50166,79.24,4.42,Current,WA,515,Fixed,37.87,No,No
205263,2025-02,2020-09-14,151907,122787,81.11,8.14,Current,FL,812,Fixed,44.0,No,No
205264,2025-02,2017-08-04,37474,44421,73.27,4.62,Current,NY,553,Fixed,33.57,No,No
205265,2025-02,2022-08-03,86217,33117,81.2,4.64,Current,NY,752,Fixed,50.3,No,No
205266,2025-02,2022-02-26,146970,87969,87.61,5.73,Current,NY,600,Fixed,43.79,No,No
205267,2025-02,2023-06-22,92729,40304,66.26,7.67,Current,CA,753,Fixed,28.8,No,No
205268,2025-02,2016-10-15,80261,186351,93.19,3.83,Current,CA,784,Fixed,52.56,No,No
205269,2025-02,2016-07-14,153309,95588,78.83,7.98,Current,GA,587,Fixed,21.59,No,No
205270,2025-02,2020-05-13,239289,109694,65.48,5.3,Current,WA,744,Fixed,22.27,Yes,No
205271,2025-02,2016-10-15,173438,126209,95.4,8.11,Current,TX,709,Fixed,44.93,No,No
205272,2025-02,2021-12-14,118985,130198,74.64,5.3,Current,NY,834,HELOC,51.96,No,No
205273,2025-02,2016-12-01,118497,150507,93.31,5.32,Current,NY,732,HELOC,49.85,No,No
205274,2025-02,2020-07-06,75578,126598,70.22,3.21,Current,NY,696,Fixed,17.87,No,No
205275,2025-02,2016-05-04,15227,101615,55.16,8.52,Current,FL,750,Fixed,51.31,No,No
205276,2025-02,2015-02-03,16856,75365,64.81,7.83,Current,GA,516,Fixed,34.68,No,No
205277,2025-02,2022-01-01,11935,167049,85.41,3.43,Current,CA,635,Fixed,30.8,No,No
205278,2025-02,2020-04-02,145678,111904,58.95,3.68,Current,FL,776,HELOC,22.22,No,No
205279,2025-02,2023-10-20,169959,189253,60.78,3.86,Current,NY,837,Fixed,50.51,No,No
205280,2025-02,2015-08-16,173329,189094,83.88,5.92,Current,FL,596,HELOC,42.65,No,No
205281,2025-02,2021-01-05,13825,163414,64.41,6.12,30 Days,CA,719,HELOC,29.94,No,No
205282,2025-02,2022-12-31,227364,150614,60.5,4.06,Current,NY,660,HELOC,30.38,No,No
205283,2025-02,2021-07-28,184762,6751,74.62,4.39,60 Days,WA,831,Fixed,50.27,No,No
205284,2025-02,2020-04-06,115379,162833,61.49,4.43,Current,TX,591,HELOC,25.85,No,No
205285,2025-02,2017-07-16,165248,72034,59.98,8.53,Current,WA,694,HELOC,48.87,No,No
205286,2025-02,2015-08-30,93126,51316,91.35,8.14,Current,CA,549,Fixed,31.77,No,No
205287,2025-02,2016-02-29,215906,180388,65.01,3.63,Current,CA,840,HELOC,30.4,No,No
205288,2025-02,2017-06-09,42385,151569,88.22,3.28,Current,WA,593,HELOC,19.78,No,No
205289,2025-02,2015-10-09,202897,25700,56.87,6.5,Current,WA,781,Fixed,42.25,No,No
205290,2025-02,2021-10-30,227210,100244,61.86,5.52,Current,CA,837,Fixed,30.26,No,No
205291,2025-02,2020-02-09,210152,155061,64.08,6.16,Current,CA,555,Fixed,28.53,No,No
205292,2025-02,2016-08-23,86662,30307,64.23,7.72,Current,WA,510,Fixed,39.08,No,No
205293,2025-02,2016-11-17,18709,76050,71.0,7.74,Current,GA,765,HELOC,39.14,No,No
205294,2025-02,2016-04-01,226115,138635,68.77,6.88,Current,IL,622,Fixed,46.6,No,No
205295,2025-02,2015-03-05,65778,166380,51.15,4.18,60 Days,GA,689,Fixed,29.09,No,No
205296,2025-02,2019-09-17,140480,177873,80.73,8.92,Current,TX,820,Fixed,16.98,No,No
205297,2025-02,2023-06-21,111600,190042,55.5,8.09,Current,FL,726,Fixed,49.53,No,No
205298,2025-02,2015-09-27,162244,157626,82.11,3.75,Current,GA,841,Fixed,51.64,No,No
205299,2025-02,2018-10-16,97024,190738,66.5,8.43,Current,NY,581,HELOC,20.61,No,No
205300,2025-02,2019-09-16,30256,181803,61.52,7.62,Current,GA,607,Fixed,20.92,No,No
205301,2025-02,2020-12-21,194854,158060,57.34,3.13,Current,NY,719,HELOC,50.63,No,No
205302,2025-02,2023-06-03,237042,94845,68.96,6.88,Current,FL,848,HELOC,15.56,No,No
205303,2025-02,2019-10-05,236300,94513,56.02,8.83,Current,GA,536,HELOC,24.34,No,No
205304,2025-02,2015-06-02,36909,63124,88.64,4.62,Current,GA,519,HELOC,32.93,No,No
205305,2025-02,2023-08-11,30113,135903,78.51,8.68,30 Days,TX,599,Fixed,24.95,No,No
205306,2025-02,2015-05-15,38822,78928,79.85,4.02,Current,CA,621,HELOC,31.28,No,No
205307,2025-02,2020-04-12,168503,86736,68.49,8.83,Current,GA,836,Fixed,22.46,No,No
205308,2025-02,2020-02-13,66294,18012,64.79,4.63,Current,WA,784,Fixed,23.18,No,No
205309,2025-02,2017-03-11,13239,90841,94.45,3.34,Current,CA,693,Fixed,36.34,No,No
