Account Number,Reporting Period,Origination Date,Loan Amount,LTV Ratio,Interest Rate,Delinquency Status,Property State,Credit Score,Loan Purpose,DTI Ratio,Loan Modification,Charge-Off Status
105753,2025-02,2021-02-21,508894,82.02,4.89,Current,WA,839,Refinance,41.02,No,No
105754,2025-02,2015-01-31,297729,63.14,8.09,30 Days,GA,625,Purchase,19.17,No,No
105755,2025-02,2019-05-07,406459,90.34,5.88,Current,CA,664,Refinance,12.55,No,No
105756,2025-02,2019-02-01,326053,58.38,3.43,30 Days,TX,603,Cash-Out Refinance,21.67,No,No
105757,2025-02,2021-06-26,500582,86.06,5.2,Current,GA,811,Refinance,23.6,No,No
105758,2025-02,2016-11-17,303255,91.01,6.39,Current,GA,848,Purchase,27.85,No,No
105759,2025-02,2018-02-27,951569,55.72,5.2,Current,WA,576,Refinance,48.59,No,No
105760,2025-02,2020-08-24,806591,60.94,2.84,Current,IL,642,Cash-Out Refinance,27.12,No,No
105761,2025-02,2017-11-07,861506,69.76,3.71,Current,WA,535,Cash-Out Refinance,10.33,No,No
105762,2025-02,2016-04-19,902213,94.89,2.96,Current,IL,561,Purchase,34.67,Yes,No
105763,2025-02,2018-06-23,486455,63.75,6.96,Current,WA,626,Refinance,39.54,No,No
105764,2025-02,2019-02-28,949550,74.76,2.76,Current,NY,704,Cash-Out Refinance,47.23,No,No
105765,2025-02,2018-05-20,778833,66.24,5.29,Current,TX,545,Refinance,22.44,No,No
105766,2025-02,2017-02-09,654610,88.81,5.39,Current,IL,648,Cash-Out Refinance,17.26,No,No
105767,2025-02,2023-10-25,889854,58.28,8.25,90+ Days,TX,768,Cash-Out Refinance,47.3,No,No
105768,2025-02,2015-11-03,859927,54.07,6.53,30 Days,GA,612,Refinance,46.75,No,No
105769,2025-02,2018-08-03,925413,53.66,2.83,Current,FL,706,Purchase,25.7,No,No
105770,2025-02,2017-05-14,796265,80.32,8.13,Current,WA,560,Purchase,48.66,No,No
105771,2025-02,2017-01-20,940792,80.87,7.86,Current,TX,765,Cash-Out Refinance,28.24,No,No
105772,2025-02,2017-03-21,709225,51.25,7.83,Current,FL,569,Purchase,24.62,No,No
105773,2025-02,2017-07-15,888530,69.07,7.12,30 Days,CA,698,Purchase,45.32,No,No
105774,2025-02,2021-02-02,928899,79.43,3.26,Current,FL,701,Refinance,41.47,No,No
105775,2025-02,2015-09-25,341465,64.34,8.37,30 Days,TX,783,Cash-Out Refinance,39.88,No,No
105776,2025-02,2018-09-13,99708,86.22,3.68,Current,TX,621,Refinance,42.83,No,No
105777,2025-02,2020-05-18,536309,82.48,4.68,Current,GA,639,Cash-Out Refinance,25.69,No,No
105778,2025-02,2019-12-20,792886,53.38,5.1,Current,GA,817,Purchase,47.58,No,No
105779,2025-02,2023-05-29,398833,60.93,6.9,30 Days,CA,536,Refinance,31.29,No,No
105780,2025-02,2021-02-12,946916,61.48,5.56,Current,NY,709,Refinance,35.51,No,No
105781,2025-02,2020-10-09,698052,94.67,3.92,Current,GA,818,Purchase,16.68,No,No
105782,2025-02,2019-05-06,509170,77.59,7.26,Current,FL,505,Cash-Out Refinance,16.76,No,No
105783,2025-02,2018-12-28,988373,93.86,3.65,Current,FL,570,Refinance,30.92,No,No
105784,2025-02,2017-05-27,357171,64.62,5.47,Current,WA,639,Purchase,17.93,No,No
105785,2025-02,2017-02-07,191037,87.29,7.36,30 Days,WA,568,Refinance,40.5,No,No
105786,2025-02,2019-02-16,804140,93.73,8.21,Current,TX,606,Purchase,36.37,No,No
105787,2025-02,2016-02-12,53687,84.81,7.21,Current,TX,792,Purchase,49.86,Yes,No
105788,2025-02,2018-02-04,215947,83.06,6.74,Current,GA,629,Refinance,12.51,No,No
105789,2025-02,2021-07-02,895508,88.61,8.39,Current,GA,515,Refinance,20.53,No,No
105790,2025-02,2022-05-31,412466,72.55,6.04,30 Days,IL,831,Purchase,27.16,No,No
105791,2025-02,2023-03-30,227875,76.29,6.13,Current,WA,540,Cash-Out Refinance,12.83,No,No
105792,2025-02,2021-10-14,590905,66.59,2.57,Current,FL,805,Purchase,33.4,No,No
105793,2025-02,2022-03-18,971064,66.75,4.98,Current,WA,651,Refinance,41.99,No,No
105794,2025-02,2020-10-14,715666,94.13,5.74,Current,WA,551,Cash-Out Refinance,19.41,No,No
105795,2025-02,2023-11-06,588626,94.83,5.49,Current,TX,835,Cash-Out Refinance,12.38,No,No
105796,2025-02,2021-02-14,465344,90.69,2.63,Current,IL,821,Cash-Out Refinance,31.98,No,No
105797,2025-02,2021-06-13,79017,70.79,7.79,Current,WA,781,Purchase,12.65,No,No
105798,2025-02,2015-11-17,561686,78.31,6.52,Current,NY,596,Cash-Out Refinance,33.18,No,No
105799,2025-02,2023-11-17,687455,99.24,6.21,Current,WA,760,Refinance,49.72,Yes,No
105800,2025-02,2016-08-04,703387,53.6,5.32,Current,GA,701,Purchase,25.11,No,No
105801,2025-02,2022-06-20,970253,86.42,5.89,Current,GA,693,Refinance,26.89,No,No
105802,2025-02,2018-07-10,793780,97.72,6.65,Current,WA,683,Refinance,15.15,No,No
105803,2025-02,2021-11-22,286109,64.46,5.45,Current,FL,729,Purchase,26.97,No,Yes
105804,2025-02,2023-11-28,386299,64.89,8.35,Current,TX,557,Purchase,17.14,No,No
105805,2025-02,2018-08-23,64295,59.98,5.78,Current,TX,626,Refinance,11.2,No,No
105806,2025-02,2019-02-17,834694,52.6,3.7,Current,CA,668,Purchase,47.64,No,No
105807,2025-02,2015-07-14,457383,69.17,2.97,Current,TX,621,Cash-Out Refinance,35.55,Yes,No
105808,2025-02,2015-08-10,78393,73.33,2.55,Current,CA,753,Refinance,18.05,No,No
105809,2025-02,2016-07-29,498830,73.67,8.49,Current,CA,802,Purchase,33.91,Yes,No
105810,2025-02,2017-01-12,460760,71.27,6.4,60 Days,IL,655,Refinance,28.9,No,No
105811,2025-02,2019-11-17,732818,86.38,5.07,Current,NY,559,Refinance,29.83,No,No
105812,2025-02,2015-09-20,374323,66.28,2.88,30 Days,TX,712,Cash-Out Refinance,29.8,No,No
105813,2025-02,2018-06-03,320340,63.94,4.69,Current,GA,572,Purchase,27.95,No,No
105814,2025-02,2018-11-29,595984,74.45,3.56,Current,TX,775,Refinance,45.21,No,No
105815,2025-02,2018-09-24,727856,78.52,5.19,Current,GA,719,Cash-Out Refinance,24.32,No,No
105816,2025-02,2020-06-13,617810,75.75,5.91,Current,NY,690,Cash-Out Refinance,23.82,No,No
105817,2025-02,2016-08-21,999488,52.36,3.92,Current,FL,810,Cash-Out Refinance,25.53,No,No
105818,2025-02,2015-05-25,475035,66.53,5.97,Current,NY,797,Refinance,32.19,No,No
105819,2025-02,2022-12-18,835107,63.4,3.4,30 Days,TX,501,Refinance,17.04,No,No
105820,2025-02,2015-08-08,729327,89.32,6.13,30 Days,FL,799,Refinance,18.85,No,No
105821,2025-02,2021-12-19,206121,61.67,3.44,Current,TX,567,Cash-Out Refinance,40.95,No,No
105822,2025-02,2015-04-08,666020,51.18,2.91,Current,FL,790,Purchase,12.5,No,No
105823,2025-02,2018-12-12,95698,65.93,6.17,Current,IL,580,Purchase,42.78,No,No
105824,2025-02,2016-03-25,176890,66.38,6.41,Current,NY,547,Purchase,11.12,No,No
105825,2025-02,2023-11-20,953443,78.2,8.29,Current,CA,664,Cash-Out Refinance,38.07,No,No
105826,2025-02,2016-04-16,375529,98.32,4.33,Current,NY,566,Refinance,41.48,No,No
105827,2025-02,2022-10-03,217422,78.02,4.61,Current,TX,811,Refinance,15.66,No,No
105828,2025-02,2019-06-07,706620,52.89,4.52,Current,GA,582,Purchase,49.12,No,No
105829,2025-02,2018-01-23,942968,83.45,3.54,Current,TX,554,Refinance,16.19,No,No
105830,2025-02,2023-09-01,988319,59.45,3.62,Current,FL,807,Refinance,34.33,No,No
105831,2025-02,2015-10-19,348756,51.37,3.32,30 Days,CA,617,Purchase,11.27,No,No
105832,2025-02,2023-04-29,743268,75.6,2.91,Current,GA,847,Refinance,30.52,No,No
105833,2025-02,2018-08-25,259281,93.03,3.35,Current,IL,678,Cash-Out Refinance,46.8,No,No
105834,2025-02,2019-10-03,419874,50.42,7.59,30 Days,IL,750,Refinance,39.46,No,No
105835,2025-02,2023-02-23,899256,71.83,3.73,Current,GA,832,Purchase,34.56,No,No
105836,2025-02,2016-10-28,494507,78.77,3.39,Current,WA,564,Purchase,33.05,No,No
105837,2025-02,2015-11-28,808313,64.49,6.57,Current,NY,826,Cash-Out Refinance,47.3,No,No
105838,2025-02,2023-08-06,456862,69.86,2.74,Current,GA,778,Purchase,27.01,No,No
105839,2025-02,2020-07-02,351984,76.13,3.14,Current,GA,770,Refinance,30.57,No,No
105840,2025-02,2023-10-30,430910,91.11,7.92,Current,CA,606,Purchase,33.05,No,No
105841,2025-02,2019-11-24,115424,74.75,7.61,Current,TX,611,Refinance,37.97,No,No
105842,2025-02,2015-04-05,845738,99.27,3.25,Current,NY,799,Purchase,14.15,Yes,No
105843,2025-02,2022-03-03,510162,79.0,5.68,30 Days,FL,718,Cash-Out Refinance,38.96,No,No
105844,2025-02,2019-10-03,238351,99.23,4.45,60 Days,FL,599,Purchase,41.79,No,No
105845,2025-02,2021-02-12,522289,73.74,8.44,Current,CA,795,Refinance,23.88,No,No
105846,2025-02,2015-05-12,499180,67.22,8.42,Current,IL,555,Refinance,20.02,No,No
105847,2025-02,2023-04-17,541246,96.26,2.92,Current,IL,681,Refinance,24.58,No,No
105848,2025-02,2023-09-16,163976,93.78,4.29,Current,WA,565,Refinance,10.51,No,No
105849,2025-02,2016-12-06,431056,62.97,6.7,Current,GA,840,Cash-Out Refinance,31.94,No,No
105850,2025-02,2015-02-15,118202,76.23,5.69,Current,GA,519,Purchase,27.02,No,Yes
105851,2025-02,2016-09-11,969834,63.52,5.65,Current,TX,521,Purchase,25.45,No,No
105852,2025-02,2021-12-21,232139,52.97,7.21,30 Days,NY,581,Refinance,37.53,No,No
105853,2025-02,2018-10-14,840453,80.18,6.36,Current,TX,840,Purchase,14.93,No,No
105854,2025-02,2015-08-11,977442,94.8,3.42,Current,WA,828,Purchase,44.37,No,No
105855,2025-02,2016-08-13,470194,93.73,5.88,Current,IL,800,Purchase,30.8,No,No
105856,2025-02,2015-01-15,424659,73.24,4.21,Current,NY,616,Cash-Out Refinance,33.0,No,No
105857,2025-02,2018-10-08,997051,88.4,8.13,30 Days,FL,766,Refinance,41.55,Yes,No
105858,2025-02,2017-01-11,991256,63.44,6.0,Current,WA,653,Cash-Out Refinance,20.18,No,No
105859,2025-02,2020-07-01,172044,96.3,4.12,Current,FL,654,Purchase,23.1,No,No
105860,2025-02,2023-01-01,802962,91.74,7.53,Current,FL,776,Purchase,40.76,No,No
105861,2025-02,2017-10-04,679704,97.27,6.43,Current,TX,585,Refinance,29.87,No,No
105862,2025-02,2016-12-09,435073,90.95,4.63,Current,CA,744,Purchase,35.6,No,No
105863,2025-02,2019-09-10,973097,96.27,4.22,Current,IL,657,Cash-Out Refinance,13.62,No,No
105864,2025-02,2016-02-13,108710,92.95,8.19,Current,WA,575,Purchase,39.15,No,No
105865,2025-02,2015-01-02,652769,79.47,3.44,Current,TX,548,Refinance,44.04,No,No
105866,2025-02,2018-02-04,932512,69.19,7.13,Current,NY,559,Cash-Out Refinance,25.85,Yes,No
105867,2025-02,2021-12-07,175428,72.54,3.44,Current,GA,600,Refinance,27.16,No,No
105868,2025-02,2020-02-16,120508,96.99,5.78,Current,IL,628,Purchase,31.61,No,No
105869,2025-02,2021-02-08,215165,72.16,8.35,Current,IL,674,Refinance,45.88,No,No
105870,2025-02,2015-11-03,697419,69.37,6.58,Current,FL,838,Refinance,33.83,No,No
105871,2025-02,2021-11-17,741133,68.57,2.82,30 Days,GA,791,Purchase,30.25,No,Yes
105872,2025-02,2018-01-09,246821,96.83,3.04,Current,FL,782,Cash-Out Refinance,25.19,No,No
105873,2025-02,2020-06-19,349945,98.79,5.67,Current,GA,669,Purchase,32.68,No,No
105874,2025-02,2015-05-21,455616,76.75,2.75,90+ Days,GA,847,Purchase,15.56,No,No
105875,2025-02,2015-04-10,239125,51.77,5.48,Current,GA,766,Purchase,23.0,No,No
105876,2025-02,2023-09-27,640426,53.17,5.34,Current,NY,571,Cash-Out Refinance,27.97,No,No
105877,2025-02,2015-11-22,326092,75.34,5.34,Current,NY,650,Cash-Out Refinance,24.37,No,No
105878,2025-02,2019-12-24,250708,70.83,4.55,Current,GA,583,Purchase,44.16,No,No
105879,2025-02,2020-10-30,735232,86.31,2.82,Current,CA,503,Refinance,21.49,No,No
105880,2025-02,2017-02-09,989575,77.92,4.28,Current,TX,657,Purchase,32.06,No,No
105881,2025-02,2019-11-16,288468,90.06,6.7,Current,CA,651,Cash-Out Refinance,34.66,No,No
105882,2025-02,2019-08-05,353252,71.92,8.4,Current,FL,502,Cash-Out Refinance,38.76,No,Yes
105883,2025-02,2023-02-04,652916,52.52,6.02,Current,TX,704,Cash-Out Refinance,15.85,No,No
105884,2025-02,2018-07-25,472814,69.79,6.15,Current,GA,589,Cash-Out Refinance,28.39,No,No
105885,2025-02,2017-09-19,616535,75.93,7.36,30 Days,NY,796,Purchase,14.88,No,No
105886,2025-02,2015-05-11,446717,72.78,5.5,Current,FL,655,Refinance,42.8,Yes,No
105887,2025-02,2020-05-25,357397,74.48,5.06,Current,WA,707,Refinance,17.08,No,No
105888,2025-02,2023-11-24,355523,87.6,7.33,Current,TX,559,Cash-Out Refinance,14.17,No,No
105889,2025-02,2016-03-07,376728,77.02,7.97,Current,TX,659,Purchase,13.35,No,No
105890,2025-02,2018-04-13,681254,83.51,6.12,Current,TX,628,Cash-Out Refinance,11.85,No,No
105891,2025-02,2021-08-06,94045,84.85,7.91,Current,IL,623,Refinance,27.46,No,No
105892,2025-02,2018-09-25,793179,55.89,7.11,Current,NY,742,Purchase,36.37,No,No
105893,2025-02,2022-12-11,844187,80.03,8.02,30 Days,FL,655,Cash-Out Refinance,49.64,Yes,No
105894,2025-02,2023-05-14,343876,85.71,8.33,60 Days,NY,616,Cash-Out Refinance,16.63,No,No
105895,2025-02,2015-11-20,712842,55.96,2.55,Current,GA,744,Refinance,11.27,No,No
105896,2025-02,2015-04-17,918162,59.95,6.11,90+ Days,TX,795,Cash-Out Refinance,42.83,No,No
105897,2025-02,2018-03-08,329439,64.36,6.37,Current,IL,806,Purchase,33.21,No,No
105898,2025-02,2022-08-27,802641,75.82,7.65,Current,CA,562,Refinance,35.82,No,No
105899,2025-02,2023-04-22,157872,83.6,7.63,Current,NY,726,Purchase,46.28,No,No
105900,2025-02,2015-06-10,300016,57.91,8.16,Current,GA,704,Cash-Out Refinance,40.87,No,No
105901,2025-02,2019-04-27,312157,55.73,5.71,Current,GA,505,Purchase,19.03,No,No
105902,2025-02,2015-03-30,215025,66.04,5.98,90+ Days,CA,683,Refinance,22.17,No,No
105903,2025-02,2016-03-16,947831,81.5,3.98,Current,WA,782,Purchase,18.73,No,No
105904,2025-02,2020-03-18,980476,59.27,2.91,Current,NY,819,Cash-Out Refinance,45.2,No,No
105905,2025-02,2016-01-02,619068,61.99,4.67,Current,IL,703,Refinance,22.37,No,No
105906,2025-02,2020-05-06,411727,99.72,7.12,Current,CA,846,Purchase,49.1,Yes,No
105907,2025-02,2016-09-15,212790,50.73,7.08,30 Days,WA,747,Refinance,28.43,No,No
105908,2025-02,2015-04-01,435513,95.2,2.92,Current,GA,689,Refinance,16.51,No,No
105909,2025-02,2018-05-23,902910,70.06,8.34,30 Days,IL,695,Cash-Out Refinance,43.65,No,No
105910,2025-02,2018-08-15,180059,50.78,3.81,Current,NY,529,Cash-Out Refinance,33.27,Yes,No
105911,2025-02,2017-09-24,286206,54.94,8.16,30 Days,WA,843,Cash-Out Refinance,40.97,No,No
105912,2025-02,2015-11-18,473405,96.7,2.78,60 Days,TX,663,Refinance,11.54,No,No
105913,2025-02,2017-04-13,461184,84.74,6.54,Current,NY,684,Refinance,12.5,No,No
105914,2025-02,2017-02-17,771856,81.65,4.1,Current,IL,725,Refinance,19.34,No,No
105915,2025-02,2017-11-18,112236,81.84,4.54,Current,WA,643,Purchase,42.09,No,No
105916,2025-02,2019-12-18,377077,87.43,7.78,Current,WA,583,Purchase,45.98,No,No
105917,2025-02,2019-02-28,776866,56.1,3.57,Current,GA,690,Purchase,27.88,No,No
105918,2025-02,2023-02-07,484078,92.16,8.2,Current,TX,786,Purchase,12.35,No,No
105919,2025-02,2022-05-11,736464,92.75,4.72,Current,NY,550,Cash-Out Refinance,46.21,No,No
105920,2025-02,2015-12-23,740846,60.47,5.73,Current,NY,661,Refinance,26.63,No,No
105921,2025-02,2018-03-26,879436,84.58,2.78,Current,TX,688,Purchase,37.95,No,No
105922,2025-02,2019-09-13,354587,97.86,3.04,Current,TX,739,Cash-Out Refinance,35.86,No,No
105923,2025-02,2016-05-07,163983,98.85,3.62,Current,CA,722,Purchase,21.17,No,No
105924,2025-02,2019-08-12,614651,82.09,5.27,Current,WA,698,Purchase,18.63,No,No
105925,2025-02,2023-02-07,519191,87.8,5.57,30 Days,GA,551,Refinance,24.84,No,No
105926,2025-02,2021-02-05,601929,74.44,7.34,30 Days,CA,808,Cash-Out Refinance,48.39,No,No
105927,2025-02,2016-01-26,576349,66.81,5.45,30 Days,NY,650,Cash-Out Refinance,39.76,No,Yes
105928,2025-02,2022-08-04,67158,72.25,3.95,Current,IL,687,Purchase,21.96,No,Yes
105929,2025-02,2021-05-06,189931,83.07,7.02,Current,IL,625,Refinance,12.18,No,No
105930,2025-02,2018-08-16,542575,74.96,6.47,Current,IL,816,Purchase,22.81,No,No
105931,2025-02,2021-01-18,731009,75.82,3.31,30 Days,CA,789,Refinance,13.0,No,No
105932,2025-02,2018-10-28,115523,57.0,7.84,Current,GA,506,Cash-Out Refinance,42.83,No,No
105933,2025-02,2020-01-25,847783,92.88,3.59,Current,FL,745,Purchase,12.19,No,No
105934,2025-02,2020-09-16,353319,56.93,5.33,Current,IL,716,Refinance,30.06,No,No
105935,2025-02,2016-11-02,341155,57.24,6.03,Current,TX,502,Refinance,33.74,No,No
105936,2025-02,2017-06-03,930025,84.51,8.16,Current,WA,713,Purchase,30.64,No,No
105937,2025-02,2022-12-29,892610,82.19,7.12,Current,GA,742,Refinance,19.46,No,No
105938,2025-02,2015-05-09,69756,64.05,2.57,Current,GA,785,Refinance,35.51,No,No
105939,2025-02,2017-03-23,721110,59.96,6.6,90+ Days,IL,633,Cash-Out Refinance,11.8,No,Yes
105940,2025-02,2016-09-03,236023,53.05,8.12,Current,FL,704,Purchase,36.39,No,No
105941,2025-02,2016-03-24,863603,99.35,7.14,Current,CA,647,Cash-Out Refinance,27.07,No,No
105942,2025-02,2022-01-24,963280,78.56,3.07,Current,CA,710,Refinance,18.77,No,No
105943,2025-02,2023-07-03,687483,56.58,3.16,Current,IL,700,Purchase,40.05,No,No
105944,2025-02,2015-07-18,907417,92.04,4.89,30 Days,CA,614,Refinance,34.97,No,No
105945,2025-02,2021-01-11,366598,99.62,7.91,Current,NY,600,Refinance,34.01,No,No
105946,2025-02,2016-11-29,421899,74.57,4.63,Current,TX,756,Refinance,12.17,No,No
105947,2025-02,2016-12-05,892566,61.91,3.86,Current,FL,820,Refinance,16.9,No,No
105948,2025-02,2015-04-13,780746,67.77,6.57,30 Days,NY,592,Refinance,40.52,No,No
105949,2025-02,2020-09-18,457523,69.02,5.68,Current,FL,559,Refinance,28.57,No,No
105950,2025-02,2022-02-27,836463,68.54,4.33,Current,GA,669,Purchase,18.86,No,No
105951,2025-02,2017-12-25,979671,94.76,8.32,30 Days,FL,822,Purchase,22.3,No,No
105952,2025-02,2021-01-31,261824,67.43,4.07,Current,IL,648,Cash-Out Refinance,36.72,No,No
105953,2025-02,2022-06-03,198280,63.81,2.57,60 Days,CA,509,Refinance,43.09,No,No
105954,2025-02,2022-05-15,482699,59.25,5.77,Current,NY,832,Refinance,18.57,No,No
105955,2025-02,2019-12-08,551424,57.59,3.45,Current,CA,646,Refinance,17.34,Yes,No
105956,2025-02,2015-09-23,390425,50.5,2.54,Current,FL,787,Refinance,12.32,No,No
105957,2025-02,2017-04-07,461350,93.59,3.7,Current,WA,649,Cash-Out Refinance,22.25,No,No
105958,2025-02,2019-07-14,280585,74.06,3.0,Current,WA,637,Refinance,30.93,No,Yes
105959,2025-02,2021-04-23,894247,52.23,5.92,60 Days,CA,551,Refinance,29.73,No,No
105960,2025-02,2016-07-08,84793,67.82,4.31,Current,IL,659,Refinance,14.76,No,No
105961,2025-02,2017-05-28,273424,80.43,4.9,Current,WA,514,Purchase,24.68,No,No
105962,2025-02,2019-02-02,576553,54.36,4.6,Current,FL,631,Refinance,22.25,No,No
105963,2025-02,2015-05-12,256756,82.34,3.87,Current,FL,714,Refinance,13.02,No,No
105964,2025-02,2016-03-20,932267,69.56,3.72,Current,TX,746,Cash-Out Refinance,16.82,No,No
105965,2025-02,2023-04-16,708154,82.09,5.48,Current,CA,833,Purchase,27.36,No,No
105966,2025-02,2017-09-18,370241,87.23,3.12,Current,TX,825,Purchase,49.94,No,No
105967,2025-02,2023-04-26,909417,87.54,4.15,Current,GA,833,Purchase,27.11,No,No
105968,2025-02,2017-03-11,653413,89.96,7.79,Current,CA,773,Cash-Out Refinance,33.53,No,No
105969,2025-02,2022-10-11,606942,96.58,6.6,Current,IL,725,Purchase,14.77,No,No
105970,2025-02,2021-11-20,775873,91.95,8.46,Current,FL,765,Refinance,15.72,No,No
105971,2025-02,2016-06-07,975789,74.18,6.76,Current,CA,658,Refinance,35.51,No,No
105972,2025-02,2019-11-19,901925,82.62,4.43,Current,FL,544,Purchase,11.53,No,No
105973,2025-02,2022-03-07,746912,74.04,4.26,Current,FL,778,Refinance,27.66,No,No
105974,2025-02,2021-06-09,67123,84.27,4.85,Current,NY,524,Cash-Out Refinance,19.05,No,No
105975,2025-02,2023-03-08,58042,55.51,6.47,Current,IL,672,Purchase,39.99,No,No
105976,2025-02,2015-08-15,577225,92.19,7.59,Current,TX,541,Cash-Out Refinance,17.0,No,No
105977,2025-02,2019-02-08,323604,77.39,7.56,30 Days,NY,708,Refinance,18.28,No,No
105978,2025-02,2015-10-19,903011,53.24,8.17,Current,CA,570,Refinance,49.08,No,No
105979,2025-02,2021-11-16,832564,64.37,4.27,Current,NY,571,Refinance,24.35,No,No
105980,2025-02,2015-04-02,363766,62.19,3.61,Current,FL,682,Cash-Out Refinance,39.22,No,No
105981,2025-02,2015-05-30,336701,87.08,2.74,Current,GA,601,Refinance,35.18,No,No
105982,2025-02,2022-11-28,502757,94.62,5.81,Current,GA,643,Purchase,11.55,No,No
105983,2025-02,2019-03-02,208022,91.69,7.43,Current,IL,822,Cash-Out Refinance,44.35,No,No
105984,2025-02,2019-12-13,784403,99.5,4.87,Current,TX,670,Purchase,10.17,No,No
105985,2025-02,2023-04-24,930954,75.55,5.41,Current,CA,741,Purchase,45.14,No,No
105986,2025-02,2017-12-06,587939,93.95,5.23,Current,FL,822,Cash-Out Refinance,12.1,No,No
105987,2025-02,2019-03-11,261744,98.79,5.48,Current,TX,519,Purchase,31.49,No,No
105988,2025-02,2017-09-15,644490,55.36,6.26,Current,GA,575,Purchase,19.47,No,No
105989,2025-02,2021-02-28,565604,57.98,5.35,Current,IL,641,Cash-Out Refinance,11.89,No,No
105990,2025-02,2017-07-05,651734,72.04,3.71,Current,TX,630,Purchase,22.52,No,No
105991,2025-02,2021-02-04,894107,64.77,7.69,Current,NY,834,Refinance,49.8,No,No
105992,2025-02,2018-06-15,913706,77.83,3.05,Current,FL,516,Purchase,47.37,No,No
105993,2025-02,2021-08-16,667428,77.5,6.36,Current,TX,736,Purchase,45.31,No,No
105994,2025-02,2021-02-14,319297,95.15,2.92,Current,FL,779,Purchase,23.58,No,No
105995,2025-02,2015-08-05,345679,53.05,5.19,Current,WA,790,Refinance,21.12,No,No
105996,2025-02,2015-09-22,232763,51.96,3.28,Current,IL,666,Purchase,22.23,No,No
105997,2025-02,2023-10-04,80358,55.11,3.96,Current,IL,766,Cash-Out Refinance,10.77,No,No
105998,2025-02,2020-03-14,229823,61.05,6.68,Current,CA,839,Cash-Out Refinance,44.2,No,No
105999,2025-02,2019-11-16,663644,92.88,4.47,Current,NY,809,Cash-Out Refinance,11.38,No,No
106000,2025-02,2022-11-20,853720,66.94,4.68,Current,GA,806,Purchase,21.46,No,No
106001,2025-02,2015-02-07,386204,86.04,6.11,Current,GA,637,Purchase,27.16,No,No
106002,2025-02,2017-03-17,358786,57.98,8.18,Current,GA,833,Purchase,36.89,No,No
106003,2025-02,2022-04-20,559911,67.06,3.92,Current,WA,727,Cash-Out Refinance,36.05,No,No
106004,2025-02,2023-08-20,527431,95.62,8.44,Current,GA,537,Refinance,38.85,No,No
106005,2025-02,2017-02-19,899478,97.02,3.97,90+ Days,GA,823,Refinance,24.71,No,No
106006,2025-02,2022-06-03,703917,97.46,4.5,30 Days,TX,747,Purchase,31.17,No,No
106007,2025-02,2022-08-02,742635,78.02,8.28,Current,IL,554,Refinance,41.14,No,No
106008,2025-02,2021-04-07,807332,60.59,5.08,Current,NY,703,Refinance,13.45,Yes,No
106009,2025-02,2020-05-06,778688,75.87,2.87,Current,IL,551,Refinance,41.36,Yes,No
106010,2025-02,2021-01-17,442130,71.54,6.5,Current,NY,697,Purchase,45.54,No,No
106011,2025-02,2019-02-11,428127,78.15,8.09,30 Days,FL,510,Cash-Out Refinance,37.37,No,Yes
106012,2025-02,2022-02-10,806570,86.26,3.0,Current,NY,705,Refinance,41.93,No,No
106013,2025-02,2023-03-25,896474,54.33,2.82,Current,CA,536,Purchase,10.99,No,No
106014,2025-02,2023-10-07,291089,91.5,8.22,Current,IL,776,Refinance,38.96,No,No
106015,2025-02,2019-11-03,296585,92.06,6.97,Current,GA,546,Refinance,18.32,No,No
106016,2025-02,2018-12-20,130796,52.63,4.88,Current,IL,813,Refinance,13.51,No,No
106017,2025-02,2021-01-03,117053,61.22,5.37,Current,NY,752,Purchase,43.66,No,No
106018,2025-02,2023-03-19,144878,94.08,3.39,Current,IL,735,Purchase,17.28,No,No
106019,2025-02,2022-07-05,658227,87.88,4.19,Current,IL,546,Cash-Out Refinance,38.2,No,No
106020,2025-02,2022-05-12,692315,91.78,5.78,Current,GA,840,Cash-Out Refinance,23.8,No,No
106021,2025-02,2021-05-15,79506,70.4,4.3,Current,WA,767,Refinance,38.34,No,No
106022,2025-02,2016-12-09,236717,57.68,4.39,30 Days,NY,754,Cash-Out Refinance,22.72,No,No
106023,2025-02,2023-11-30,74419,52.71,7.11,Current,NY,770,Purchase,10.32,No,No
106024,2025-02,2019-10-16,705295,58.9,8.14,Current,NY,519,Refinance,38.55,No,No
106025,2025-02,2016-10-12,421110,95.67,5.43,Current,NY,845,Refinance,23.4,No,No
106026,2025-02,2022-02-24,241035,77.74,7.34,Current,TX,597,Purchase,26.49,No,No
106027,2025-02,2017-10-28,514593,72.13,7.56,30 Days,NY,663,Purchase,33.72,No,No
106028,2025-02,2016-01-08,408763,82.25,2.9,60 Days,WA,749,Refinance,20.02,No,No
106029,2025-02,2020-05-15,605111,93.59,5.87,Current,CA,674,Purchase,26.75,No,No
106030,2025-02,2017-03-25,277242,90.35,2.69,60 Days,IL,807,Purchase,20.92,No,No
106031,2025-02,2023-06-06,82875,56.78,3.36,Current,IL,518,Cash-Out Refinance,16.55,No,No
106032,2025-02,2022-09-18,754899,51.89,4.81,Current,TX,799,Cash-Out Refinance,25.41,No,No
106033,2025-02,2020-05-19,553542,64.1,8.41,Current,NY,583,Refinance,49.87,No,No
106034,2025-02,2017-09-22,362725,66.18,5.02,Current,TX,791,Cash-Out Refinance,10.95,No,No
106035,2025-02,2016-02-07,999568,52.55,3.15,30 Days,FL,813,Cash-Out Refinance,43.77,No,No
