Account Number,Reporting Period,Loan Type,Origination Date,Loan Amount,Credit Limit,Outstanding Balance,LTV Ratio,DTI Ratio,Interest Rate,Delinquency Status,Credit Score,Property State,Loan Purpose,Loan Modification,Charge-Off Status,Origination Channel,Loan Term (Months),ARM Fixed Term (Years),Servicer Name,Securitization Status
406212,2025-02,Home Equity Loan,2020-11-23,351705,48022,8927,65.47,54.14,9.69,Current,816,GA,Purchase,No,No,Correspondent,360,5,Non-Bank D,No
406213,2025-02,First Lien Mortgage,2017-07-18,510815,382251,257889,46.57,58.2,3.7,Current,615,WA,Cash-Out Refinance,No,No,Retail,360,5,Bank B,Yes
406214,2025-02,Home Equity Loan,2017-04-27,798748,489538,384665,94.44,51.78,7.26,Current,739,NY,Refinance,No,No,Direct,240,5,Non-Bank D,No
406215,2025-02,Home Equity Loan,2021-10-06,824461,498340,365168,99.58,50.26,3.81,Current,725,CA,Cash-Out Refinance,No,No,Correspondent,360,3,Bank B,No
406216,2025-02,Home Equity Loan,2018-01-05,607053,459784,339798,49.58,38.83,6.27,Current,667,CA,Home Improvement,No,No,Direct,180,7,Bank C,No
406217,2025-02,First Lien Mortgage,2015-11-13,483771,119694,197522,50.55,13.55,3.41,Current,796,GA,Cash-Out Refinance,No,No,Correspondent,240,10,Bank C,Yes
406218,2025-02,Home Equity Loan,2015-07-02,683428,248677,157747,90.79,44.02,7.91,Current,529,TX,Home Improvement,No,No,Direct,240,3,Bank B,No
406219,2025-02,First Lien Mortgage,2020-09-06,655656,344807,283527,71.43,27.51,3.29,Current,615,GA,Home Improvement,No,No,Retail,240,7,Non-Bank D,Yes
406220,2025-02,First Lien Mortgage,2016-04-08,86422,264105,16523,46.03,17.78,5.93,30 Days,658,IL,Home Improvement,No,No,Retail,180,3,Bank C,No
406221,2025-02,Home Equity Loan,2021-08-19,458676,123082,250271,99.6,25.72,6.34,Current,524,GA,Cash-Out Refinance,No,No,Correspondent,240,5,Bank B,No
406222,2025-02,First Lien Mortgage,2022-03-25,733358,228113,63348,48.32,33.28,4.71,Current,665,FL,Refinance,No,No,Direct,360,5,Bank B,No
406223,2025-02,Home Equity Loan,2018-08-28,61808,76662,24110,44.23,14.3,2.7,Current,651,NY,Refinance,No,No,Retail,360,7,Bank B,No
406224,2025-02,First Lien Mortgage,2017-10-14,340258,152601,69625,98.16,22.27,3.57,Current,807,GA,Refinance,No,No,Correspondent,180,7,Bank B,No
406225,2025-02,First Lien Mortgage,2017-05-07,922162,320799,184651,67.15,13.08,7.56,Current,606,CA,Purchase,No,No,Correspondent,360,5,Bank B,Yes
406226,2025-02,Home Equity Loan,2019-08-20,974634,107219,128496,40.74,57.38,7.39,Current,748,GA,Cash-Out Refinance,No,No,Direct,180,7,Bank C,Yes
406227,2025-02,First Lien Mortgage,2020-09-04,836203,216497,250022,95.95,51.92,5.92,60 Days,849,CA,Cash-Out Refinance,No,No,Broker,180,7,Non-Bank D,No
406228,2025-02,First Lien Mortgage,2015-05-24,235815,27727,237248,86.15,46.7,5.75,Current,520,GA,Purchase,No,No,Broker,240,7,Bank B,Yes
406229,2025-02,Home Equity Loan,2023-05-27,116425,192361,8142,40.89,28.41,8.71,Current,748,WA,Cash-Out Refinance,No,No,Correspondent,240,7,Bank C,No
406230,2025-02,First Lien Mortgage,2019-11-14,522481,490858,393903,77.05,46.85,7.35,Current,779,FL,Refinance,No,No,Broker,180,5,Bank B,No
406231,2025-02,First Lien Mortgage,2017-04-18,699205,38385,407735,52.78,55.65,5.89,30 Days,626,IL,Home Improvement,No,No,Retail,360,5,Bank B,No
406232,2025-02,Home Equity Loan,2023-01-30,395148,413819,16225,83.43,44.09,7.57,Current,655,TX,Purchase,No,No,Correspondent,240,10,Bank C,Yes
406233,2025-02,Home Equity Loan,2018-03-20,921821,338511,398000,49.75,58.81,8.74,Current,574,WA,Refinance,No,No,Retail,240,7,Bank B,Yes
406234,2025-02,First Lien Mortgage,2021-09-14,380397,144419,246811,79.99,17.36,4.87,Current,637,FL,Home Improvement,No,No,Correspondent,240,5,Bank A,No
406235,2025-02,Home Equity Loan,2017-01-28,36209,207849,329932,76.8,51.98,4.45,30 Days,791,NY,Refinance,No,No,Retail,180,7,Non-Bank D,Yes
406236,2025-02,Home Equity Loan,2016-01-06,596988,256734,332894,60.57,39.7,3.07,Current,804,TX,Home Improvement,Yes,No,Correspondent,240,5,Bank A,No
406237,2025-02,First Lien Mortgage,2015-11-27,660907,390977,362361,51.42,49.7,4.98,Current,774,NY,Refinance,No,No,Retail,240,7,Bank C,No
406238,2025-02,Home Equity Loan,2018-06-27,832405,395740,224900,86.35,59.22,4.46,Current,659,IL,Home Improvement,No,No,Correspondent,240,10,Bank B,Yes
406239,2025-02,First Lien Mortgage,2023-10-10,80533,231882,382780,93.24,42.31,6.84,Current,705,GA,Home Improvement,No,No,Direct,240,7,Bank C,No
406240,2025-02,Home Equity Loan,2023-06-04,254596,199144,256275,60.49,21.15,3.08,Current,680,CA,Refinance,No,No,Direct,240,3,Non-Bank D,No
406241,2025-02,First Lien Mortgage,2018-12-06,281296,235496,288612,90.38,34.88,8.51,Current,757,FL,Refinance,No,No,Direct,240,10,Non-Bank D,Yes
406242,2025-02,First Lien Mortgage,2022-07-20,432271,454177,81441,89.82,47.0,3.47,Current,567,IL,Cash-Out Refinance,No,No,Correspondent,360,3,Bank A,No
406243,2025-02,First Lien Mortgage,2017-07-03,532799,213809,243745,60.21,38.7,7.64,Current,601,GA,Home Improvement,No,No,Broker,240,7,Bank C,Yes
406244,2025-02,Home Equity Loan,2018-05-18,986227,221069,432484,94.27,53.85,6.16,Current,716,CA,Refinance,No,No,Retail,360,5,Bank A,No
406245,2025-02,First Lien Mortgage,2021-11-01,122886,316232,414293,70.09,19.67,3.49,Current,823,FL,Cash-Out Refinance,No,No,Retail,360,5,Bank C,Yes
406246,2025-02,First Lien Mortgage,2019-03-12,480473,450501,159554,65.93,28.68,9.19,Current,586,NY,Home Improvement,No,No,Correspondent,240,7,Non-Bank D,No
406247,2025-02,Home Equity Loan,2020-03-30,314425,227060,331852,70.47,18.6,7.33,Current,783,FL,Purchase,No,No,Retail,180,3,Non-Bank D,Yes
406248,2025-02,First Lien Mortgage,2019-07-20,416424,495780,401620,57.91,45.65,8.75,Current,617,IL,Purchase,No,No,Broker,240,10,Bank B,No
406249,2025-02,First Lien Mortgage,2019-07-13,347360,451384,37256,52.21,53.61,5.28,Current,662,FL,Purchase,No,No,Correspondent,180,5,Bank B,Yes
406250,2025-02,Home Equity Loan,2023-10-03,542670,78947,275443,76.29,35.88,5.5,Current,724,NY,Cash-Out Refinance,No,No,Broker,180,5,Bank A,No
406251,2025-02,Home Equity Loan,2020-04-12,590027,109136,375516,75.91,41.04,2.68,Current,665,NY,Home Improvement,No,No,Broker,180,10,Non-Bank D,Yes
406252,2025-02,Home Equity Loan,2021-11-11,667178,148799,435153,80.95,25.43,6.33,Current,669,TX,Cash-Out Refinance,Yes,No,Direct,180,5,Bank B,No
406253,2025-02,First Lien Mortgage,2021-12-10,175380,121501,14594,54.27,32.92,8.52,Current,631,TX,Refinance,No,No,Correspondent,180,10,Non-Bank D,Yes
406254,2025-02,First Lien Mortgage,2022-10-31,733804,176050,445709,85.59,59.15,6.36,Current,535,GA,Refinance,No,No,Retail,180,5,Bank B,No
406255,2025-02,Home Equity Loan,2015-07-13,291092,61640,57290,77.98,10.72,4.63,Current,584,NY,Home Improvement,No,No,Broker,360,7,Bank B,No
406256,2025-02,Home Equity Loan,2019-12-10,665360,469308,367009,87.35,15.77,4.18,Current,550,FL,Purchase,No,No,Correspondent,360,7,Bank A,No
406257,2025-02,Home Equity Loan,2022-12-05,347057,95166,406187,44.62,41.46,6.46,Current,628,TX,Refinance,Yes,No,Broker,180,10,Bank B,Yes
406258,2025-02,First Lien Mortgage,2023-03-21,947243,160352,105862,47.04,57.32,4.08,Current,523,CA,Purchase,No,No,Correspondent,360,7,Bank A,Yes
406259,2025-02,First Lien Mortgage,2015-03-27,832020,22441,263015,59.32,39.7,3.57,Current,781,WA,Home Improvement,No,No,Broker,360,10,Non-Bank D,No
406260,2025-02,Home Equity Loan,2022-09-12,321465,117593,93679,59.2,54.18,9.27,Current,574,WA,Cash-Out Refinance,No,No,Correspondent,360,7,Non-Bank D,No
406261,2025-02,Home Equity Loan,2019-12-27,712734,234705,15906,40.04,51.86,3.07,Current,523,IL,Home Improvement,No,Yes,Correspondent,360,7,Non-Bank D,Yes
406262,2025-02,Home Equity Loan,2021-12-10,740409,237145,138176,99.55,14.45,3.15,Current,789,WA,Cash-Out Refinance,No,No,Direct,240,3,Bank B,Yes
406263,2025-02,First Lien Mortgage,2019-02-06,918262,140631,178683,56.03,59.54,7.99,Current,796,NY,Home Improvement,No,No,Correspondent,360,5,Bank A,Yes
406264,2025-02,Home Equity Loan,2017-10-11,695054,491235,19910,94.56,26.26,3.55,Current,674,NY,Home Improvement,No,No,Retail,180,7,Bank B,Yes
406265,2025-02,Home Equity Loan,2018-09-05,215164,226883,308093,97.68,47.27,3.74,Current,662,CA,Home Improvement,No,No,Broker,360,3,Bank C,No
406266,2025-02,First Lien Mortgage,2017-02-10,184102,448143,158839,52.94,19.04,6.81,Current,589,TX,Home Improvement,No,No,Broker,360,5,Non-Bank D,Yes
406267,2025-02,Home Equity Loan,2017-03-22,813617,496868,152083,99.78,59.95,5.29,Current,720,NY,Cash-Out Refinance,No,No,Direct,180,10,Non-Bank D,No
406268,2025-02,First Lien Mortgage,2016-01-04,915140,221969,247980,74.81,26.5,8.78,Current,709,GA,Refinance,No,No,Direct,180,7,Non-Bank D,No
406269,2025-02,Home Equity Loan,2022-01-23,670851,390898,90019,72.17,33.85,9.75,Current,610,FL,Cash-Out Refinance,No,No,Broker,240,7,Bank A,Yes
406270,2025-02,Home Equity Loan,2022-08-20,417280,478868,389946,61.25,40.09,7.28,Current,599,IL,Refinance,No,No,Correspondent,360,3,Bank B,No
406271,2025-02,Home Equity Loan,2015-09-25,654867,460393,303733,79.4,38.88,4.93,Current,596,CA,Home Improvement,No,No,Correspondent,180,7,Bank B,Yes
406272,2025-02,Home Equity Loan,2019-11-02,648292,349194,439715,74.73,45.12,9.77,Current,618,FL,Purchase,No,No,Correspondent,360,3,Non-Bank D,Yes
406273,2025-02,First Lien Mortgage,2018-07-22,244107,487087,186605,44.38,36.55,8.9,Current,589,WA,Purchase,No,No,Direct,240,3,Bank B,No
406274,2025-02,Home Equity Loan,2015-01-21,711662,358766,120796,40.55,42.01,3.76,Current,719,IL,Cash-Out Refinance,No,No,Broker,360,10,Bank B,No
406275,2025-02,First Lien Mortgage,2021-07-30,707721,436868,284959,89.61,28.15,8.11,Current,587,CA,Cash-Out Refinance,No,No,Correspondent,360,3,Non-Bank D,Yes
406276,2025-02,Home Equity Loan,2018-10-20,389030,215004,413415,42.31,13.34,6.39,Current,665,FL,Home Improvement,No,No,Direct,180,10,Bank C,No
406277,2025-02,Home Equity Loan,2018-02-11,619592,156225,38802,61.99,49.75,3.83,Current,505,GA,Purchase,No,No,Direct,240,7,Bank A,No
406278,2025-02,Home Equity Loan,2020-02-06,881053,251895,215194,41.37,36.91,3.06,Current,623,GA,Refinance,No,No,Direct,360,3,Non-Bank D,No
406279,2025-02,First Lien Mortgage,2017-12-18,228978,160613,53801,48.17,52.24,7.93,Current,726,FL,Cash-Out Refinance,No,No,Retail,240,3,Non-Bank D,Yes
406280,2025-02,First Lien Mortgage,2022-08-08,859829,361184,247219,53.84,31.01,6.27,Current,646,CA,Refinance,No,No,Broker,180,5,Non-Bank D,No
406281,2025-02,Home Equity Loan,2015-11-26,605408,180508,51882,82.46,21.02,2.62,90+ Days,697,CA,Home Improvement,No,No,Direct,360,7,Non-Bank D,No
406282,2025-02,Home Equity Loan,2022-07-27,899570,118452,146770,48.37,25.07,6.7,Current,709,IL,Purchase,No,No,Direct,360,10,Non-Bank D,No
406283,2025-02,First Lien Mortgage,2021-09-13,717986,85708,223265,87.19,58.16,8.14,Current,846,GA,Refinance,No,No,Correspondent,180,10,Bank B,No
406284,2025-02,Home Equity Loan,2018-03-04,968861,50796,402157,47.83,16.96,7.81,Current,780,CA,Refinance,No,No,Broker,180,5,Bank A,Yes
406285,2025-02,First Lien Mortgage,2019-05-07,99806,235121,286781,43.23,27.28,4.1,Current,677,IL,Refinance,No,No,Direct,180,10,Bank A,Yes
406286,2025-02,First Lien Mortgage,2019-08-21,149352,114342,17718,89.0,34.88,3.25,Current,636,CA,Home Improvement,No,No,Correspondent,180,7,Bank B,No
406287,2025-02,Home Equity Loan,2021-01-03,240344,453430,57483,99.7,54.69,8.95,Current,734,TX,Refinance,No,No,Broker,360,10,Non-Bank D,No
406288,2025-02,First Lien Mortgage,2016-05-16,408591,445930,329896,42.81,24.95,6.56,Current,652,GA,Cash-Out Refinance,Yes,No,Correspondent,360,5,Bank A,Yes
406289,2025-02,Home Equity Loan,2020-01-02,129530,424170,310924,61.15,10.67,6.74,Current,706,WA,Cash-Out Refinance,No,No,Correspondent,360,10,Bank B,No
406290,2025-02,Home Equity Loan,2015-05-15,69302,174942,416608,63.65,22.68,4.65,Current,610,WA,Refinance,No,No,Direct,240,5,Bank B,Yes
406291,2025-02,Home Equity Loan,2018-06-11,806631,78052,370357,59.98,25.48,2.82,Current,844,CA,Refinance,No,No,Retail,180,3,Bank C,No
406292,2025-02,Home Equity Loan,2019-05-14,774819,149434,440822,66.69,58.58,6.0,Current,511,NY,Purchase,No,No,Broker,360,3,Bank C,Yes
406293,2025-02,First Lien Mortgage,2018-06-17,793612,489425,130476,97.5,38.54,6.67,30 Days,752,WA,Cash-Out Refinance,No,No,Retail,180,5,Bank C,No
406294,2025-02,First Lien Mortgage,2019-04-03,809597,386894,238134,69.86,20.0,4.81,Current,598,IL,Home Improvement,No,Yes,Broker,360,5,Bank C,No
406295,2025-02,First Lien Mortgage,2018-09-28,973431,80730,406859,84.4,29.87,5.03,Current,603,TX,Purchase,No,No,Direct,360,5,Non-Bank D,No
406296,2025-02,First Lien Mortgage,2020-01-09,858831,456560,76779,79.31,37.28,6.8,Current,602,CA,Cash-Out Refinance,No,No,Direct,180,3,Bank B,Yes
406297,2025-02,First Lien Mortgage,2016-01-10,223962,316428,429579,97.93,16.19,7.84,Current,775,TX,Home Improvement,No,No,Correspondent,180,7,Bank A,No
406298,2025-02,Home Equity Loan,2022-10-24,566366,281771,32302,84.38,13.28,2.97,Current,549,CA,Cash-Out Refinance,No,No,Correspondent,240,7,Bank C,No
406299,2025-02,First Lien Mortgage,2023-06-02,75221,61556,70108,99.52,56.75,5.29,Current,749,WA,Purchase,No,No,Retail,180,10,Non-Bank D,No
406300,2025-02,First Lien Mortgage,2021-04-19,784649,308420,39047,72.77,27.1,3.44,Current,774,CA,Cash-Out Refinance,No,No,Correspondent,360,7,Non-Bank D,No
406301,2025-02,First Lien Mortgage,2019-06-24,792530,261555,76842,63.81,23.74,5.8,Current,704,FL,Cash-Out Refinance,No,No,Broker,180,10,Non-Bank D,No
406302,2025-02,Home Equity Loan,2022-01-01,152997,203665,362214,75.01,39.0,9.32,Current,664,GA,Purchase,Yes,No,Broker,180,3,Bank A,No
406303,2025-02,Home Equity Loan,2016-07-16,239713,220959,251559,73.67,41.49,6.32,Current,818,WA,Refinance,No,No,Direct,240,5,Non-Bank D,No
406304,2025-02,Home Equity Loan,2017-11-14,32169,371058,364310,81.62,43.11,2.87,Current,503,NY,Purchase,No,No,Correspondent,240,3,Bank A,No
406305,2025-02,First Lien Mortgage,2021-06-30,874744,233703,156818,62.07,36.81,3.7,Current,680,FL,Cash-Out Refinance,No,No,Direct,360,5,Non-Bank D,No
406306,2025-02,Home Equity Loan,2020-01-20,725900,466819,66600,51.54,12.32,7.6,Current,829,TX,Purchase,No,No,Broker,240,10,Bank A,Yes
406307,2025-02,First Lien Mortgage,2020-04-29,663470,444234,239267,75.04,46.08,7.21,Current,509,NY,Purchase,No,No,Broker,180,5,Non-Bank D,No
406308,2025-02,Home Equity Loan,2016-03-09,581424,229672,269583,52.1,26.87,3.04,Current,799,NY,Purchase,No,No,Broker,180,5,Bank A,Yes
406309,2025-02,Home Equity Loan,2019-02-28,921912,29006,217968,60.45,25.61,4.36,Current,612,TX,Home Improvement,No,No,Broker,180,5,Bank B,Yes
406310,2025-02,First Lien Mortgage,2022-06-26,748775,145213,104311,61.83,58.27,4.95,Current,538,WA,Cash-Out Refinance,No,No,Retail,240,7,Non-Bank D,No
406311,2025-02,First Lien Mortgage,2021-11-05,831399,497964,333341,79.37,10.81,7.68,Current,702,CA,Purchase,Yes,No,Retail,360,3,Bank C,Yes
406312,2025-02,Home Equity Loan,2016-04-03,474122,494650,394370,58.3,55.22,5.5,Current,536,CA,Cash-Out Refinance,No,No,Direct,240,7,Bank B,No
406313,2025-02,Home Equity Loan,2023-01-24,561403,331421,387274,92.81,32.72,8.95,Current,663,TX,Purchase,No,No,Direct,180,5,Non-Bank D,No
406314,2025-02,First Lien Mortgage,2022-06-08,186562,132029,309450,49.08,42.08,8.73,Current,514,FL,Refinance,No,No,Direct,360,7,Bank B,Yes
406315,2025-02,First Lien Mortgage,2022-04-24,488263,426457,299903,79.24,25.73,7.03,Current,612,FL,Purchase,No,No,Retail,360,7,Bank C,Yes
406316,2025-02,First Lien Mortgage,2015-11-02,997073,208674,34538,70.81,16.59,7.58,Current,536,TX,Refinance,No,No,Correspondent,180,10,Bank C,Yes
406317,2025-02,Home Equity Loan,2022-10-24,462672,353647,226451,53.16,30.21,8.29,Current,532,CA,Refinance,No,No,Direct,240,3,Bank A,No
406318,2025-02,Home Equity Loan,2015-12-25,107156,44809,279959,95.28,14.28,9.98,Current,653,FL,Home Improvement,No,No,Broker,180,5,Bank C,No
406319,2025-02,Home Equity Loan,2015-11-02,530405,450519,360407,75.46,10.13,8.08,Current,804,FL,Cash-Out Refinance,No,No,Correspondent,240,5,Bank A,Yes
406320,2025-02,Home Equity Loan,2017-04-11,958933,212432,272375,85.2,56.23,7.67,Current,641,GA,Cash-Out Refinance,No,No,Direct,360,3,Bank B,Yes
406321,2025-02,First Lien Mortgage,2016-09-24,937516,54592,69289,51.55,19.21,8.84,30 Days,728,WA,Refinance,No,No,Broker,240,5,Non-Bank D,No
406322,2025-02,Home Equity Loan,2022-05-19,51168,198373,197194,50.56,19.28,6.12,Current,833,NY,Purchase,No,No,Retail,360,7,Bank A,No
406323,2025-02,First Lien Mortgage,2023-01-24,945519,444260,166744,97.36,13.37,8.75,Current,746,TX,Purchase,No,No,Correspondent,360,5,Bank A,Yes
406324,2025-02,Home Equity Loan,2022-07-11,89140,326232,50643,57.07,44.96,5.17,Current,519,GA,Home Improvement,No,No,Broker,240,5,Bank A,No
406325,2025-02,Home Equity Loan,2021-03-28,271679,169648,295713,76.65,57.43,9.42,Current,640,FL,Home Improvement,No,No,Direct,180,5,Bank B,No
406326,2025-02,Home Equity Loan,2022-02-14,862536,21234,131339,64.26,23.26,8.55,Current,727,CA,Refinance,No,No,Direct,240,10,Non-Bank D,No
406327,2025-02,First Lien Mortgage,2017-05-16,189927,258881,143862,80.53,11.53,7.42,Current,534,CA,Purchase,No,No,Retail,240,5,Non-Bank D,Yes
406328,2025-02,Home Equity Loan,2018-06-18,549746,384166,215650,52.32,29.6,2.61,Current,820,IL,Purchase,No,No,Direct,360,7,Bank C,No
406329,2025-02,First Lien Mortgage,2023-07-05,340907,431200,389689,42.28,23.52,9.33,Current,506,WA,Cash-Out Refinance,No,No,Retail,240,10,Bank A,No
406330,2025-02,Home Equity Loan,2023-01-10,332667,338602,383608,85.07,57.02,9.65,Current,832,TX,Purchase,No,No,Correspondent,180,10,Non-Bank D,Yes
406331,2025-02,Home Equity Loan,2023-08-04,590261,94839,74111,98.4,25.65,4.03,Current,802,IL,Refinance,No,No,Retail,240,5,Bank C,Yes
406332,2025-02,First Lien Mortgage,2017-07-17,894849,47389,38988,88.28,54.34,8.27,Current,561,TX,Purchase,No,No,Broker,360,5,Non-Bank D,No
406333,2025-02,Home Equity Loan,2020-05-10,707104,387797,44406,73.76,17.22,6.99,Current,681,CA,Purchase,No,No,Retail,240,7,Non-Bank D,Yes
406334,2025-02,Home Equity Loan,2020-05-23,602301,269554,278371,76.63,57.15,5.2,Current,765,FL,Home Improvement,No,No,Retail,240,5,Bank A,No
406335,2025-02,Home Equity Loan,2023-09-09,34484,422836,322262,80.34,33.79,3.75,Current,837,GA,Home Improvement,No,No,Correspondent,360,7,Non-Bank D,No
406336,2025-02,First Lien Mortgage,2022-06-20,761018,61017,137216,54.96,42.92,7.42,Current,690,FL,Purchase,Yes,No,Direct,180,10,Bank B,No
406337,2025-02,First Lien Mortgage,2017-11-22,709353,13152,192095,62.03,23.38,6.0,60 Days,812,FL,Home Improvement,No,No,Correspondent,240,5,Non-Bank D,No
406338,2025-02,First Lien Mortgage,2019-06-16,672401,331760,316665,54.21,17.47,7.67,Current,849,WA,Home Improvement,No,No,Retail,180,5,Bank B,Yes
406339,2025-02,First Lien Mortgage,2016-06-08,673234,313365,84322,67.51,37.1,5.64,Current,761,FL,Refinance,No,No,Broker,180,5,Non-Bank D,Yes
406340,2025-02,Home Equity Loan,2022-08-06,710253,97602,50426,50.62,30.69,2.53,Current,733,IL,Home Improvement,No,No,Retail,240,10,Bank C,Yes
406341,2025-02,First Lien Mortgage,2016-12-31,858585,223827,113967,57.31,31.76,4.53,Current,721,TX,Home Improvement,No,No,Broker,240,7,Bank C,No
406342,2025-02,First Lien Mortgage,2018-06-17,767964,415323,375319,61.01,35.04,6.65,Current,723,CA,Refinance,No,No,Broker,240,5,Bank B,Yes
406343,2025-02,Home Equity Loan,2016-01-03,524669,289806,431156,51.31,32.52,6.4,60 Days,668,NY,Cash-Out Refinance,No,No,Retail,180,5,Bank C,No
406344,2025-02,First Lien Mortgage,2021-02-06,323215,471671,307711,71.99,36.11,6.26,Current,727,TX,Purchase,No,No,Correspondent,240,3,Bank A,Yes
406345,2025-02,First Lien Mortgage,2019-08-06,531259,36262,53753,91.53,46.74,4.5,Current,654,NY,Home Improvement,No,No,Correspondent,180,10,Bank C,No
406346,2025-02,First Lien Mortgage,2018-09-24,947741,452450,240164,92.49,12.01,7.66,Current,683,FL,Refinance,No,No,Correspondent,360,7,Non-Bank D,No
406347,2025-02,Home Equity Loan,2022-07-16,616123,177153,87964,50.32,20.32,3.64,Current,635,TX,Purchase,No,No,Retail,180,7,Bank B,No
406348,2025-02,First Lien Mortgage,2023-04-17,572974,442653,75838,54.62,38.78,6.89,Current,672,NY,Cash-Out Refinance,No,No,Correspondent,360,3,Bank C,Yes
406349,2025-02,Home Equity Loan,2018-01-19,52582,455204,267187,51.58,39.49,6.7,Current,562,WA,Refinance,No,No,Broker,180,3,Bank A,Yes
406350,2025-02,First Lien Mortgage,2018-01-12,173291,313543,348520,84.43,34.92,2.92,Current,695,IL,Home Improvement,No,No,Direct,240,3,Non-Bank D,Yes
406351,2025-02,Home Equity Loan,2019-03-22,941733,199435,210716,66.82,18.35,9.63,Current,768,CA,Purchase,No,No,Correspondent,180,7,Bank A,No
406352,2025-02,Home Equity Loan,2022-07-22,29754,294716,413074,87.07,31.44,9.25,Current,510,IL,Cash-Out Refinance,No,No,Broker,360,5,Bank C,No
406353,2025-02,Home Equity Loan,2019-01-27,229777,289189,116486,86.68,13.72,5.11,Current,644,GA,Refinance,No,No,Direct,180,7,Bank C,Yes
406354,2025-02,Home Equity Loan,2017-07-25,822696,419063,254861,40.14,31.65,9.12,Current,651,TX,Cash-Out Refinance,No,No,Direct,240,7,Non-Bank D,No
406355,2025-02,First Lien Mortgage,2019-08-15,385352,184619,412439,67.97,36.57,7.11,Current,778,CA,Home Improvement,No,No,Direct,360,10,Non-Bank D,Yes
406356,2025-02,First Lien Mortgage,2023-05-26,620735,138232,81358,99.36,43.26,6.62,Current,630,NY,Cash-Out Refinance,No,No,Retail,240,10,Bank C,Yes
406357,2025-02,Home Equity Loan,2022-10-23,422230,192988,196343,64.54,36.03,4.73,Current,732,IL,Refinance,No,No,Retail,180,3,Bank C,Yes
406358,2025-02,Home Equity Loan,2023-10-21,267227,120547,245092,95.74,34.44,6.97,Current,513,IL,Cash-Out Refinance,No,No,Retail,360,5,Bank A,Yes
406359,2025-02,First Lien Mortgage,2021-03-13,809424,96617,436813,45.06,24.55,2.99,Current,781,IL,Home Improvement,No,No,Retail,180,7,Non-Bank D,No
406360,2025-02,First Lien Mortgage,2017-10-10,184461,313550,291971,93.96,13.25,3.71,Current,599,GA,Purchase,No,No,Broker,360,10,Bank B,No
406361,2025-02,First Lien Mortgage,2021-06-19,704918,34562,99850,99.92,12.71,2.77,Current,707,GA,Refinance,No,No,Direct,180,10,Bank C,Yes
406362,2025-02,Home Equity Loan,2022-01-09,64062,118645,31294,84.72,22.77,5.13,Current,749,NY,Purchase,No,No,Broker,360,7,Non-Bank D,Yes
406363,2025-02,Home Equity Loan,2020-03-05,978569,36007,423618,50.2,23.93,7.34,Current,647,GA,Home Improvement,No,No,Correspondent,240,10,Bank A,No
406364,2025-02,Home Equity Loan,2020-03-09,463568,36506,246421,55.76,50.42,5.59,30 Days,684,GA,Home Improvement,No,No,Retail,180,10,Bank A,No
406365,2025-02,First Lien Mortgage,2020-10-06,776303,248363,128499,94.39,37.5,7.55,Current,646,WA,Refinance,No,No,Retail,180,7,Non-Bank D,Yes
406366,2025-02,First Lien Mortgage,2017-03-20,899558,152633,202349,77.78,17.54,8.37,Current,512,CA,Refinance,Yes,No,Retail,180,7,Bank B,Yes
406367,2025-02,First Lien Mortgage,2022-05-22,133474,104902,78451,89.78,46.27,6.67,Current,681,GA,Home Improvement,No,No,Direct,180,3,Non-Bank D,Yes
406368,2025-02,Home Equity Loan,2021-09-23,158808,297883,31403,62.79,16.96,4.53,Current,533,TX,Home Improvement,No,No,Direct,360,3,Bank A,No
406369,2025-02,First Lien Mortgage,2022-05-21,72530,228188,336234,53.06,11.14,9.04,Current,631,TX,Refinance,No,No,Broker,180,3,Bank A,No
406370,2025-02,Home Equity Loan,2021-05-28,963628,236284,72062,59.49,36.68,5.82,30 Days,670,FL,Cash-Out Refinance,No,No,Broker,360,5,Bank B,No
406371,2025-02,First Lien Mortgage,2020-12-29,499884,10689,393465,90.12,47.94,4.05,Current,552,NY,Home Improvement,No,No,Correspondent,240,5,Bank B,Yes
406372,2025-02,Home Equity Loan,2022-10-07,989845,154741,240414,51.7,48.13,4.1,Current,725,CA,Cash-Out Refinance,No,No,Broker,240,3,Non-Bank D,Yes
406373,2025-02,Home Equity Loan,2017-06-11,843832,372557,135986,68.13,39.17,4.91,Current,825,IL,Cash-Out Refinance,Yes,No,Correspondent,360,7,Bank B,No
406374,2025-02,Home Equity Loan,2020-02-01,62440,290562,199574,98.29,36.65,8.48,Current,513,CA,Cash-Out Refinance,No,No,Retail,360,5,Bank A,Yes
406375,2025-02,Home Equity Loan,2016-11-08,837775,198895,240572,69.1,43.96,6.98,Current,545,IL,Home Improvement,No,No,Broker,360,3,Bank B,No
406376,2025-02,Home Equity Loan,2020-11-21,104170,225366,48190,45.54,56.62,2.94,Current,658,WA,Refinance,No,No,Correspondent,180,7,Bank C,No
406377,2025-02,Home Equity Loan,2023-04-22,859345,22584,21703,67.28,15.92,3.84,Current,757,GA,Home Improvement,No,No,Retail,180,7,Non-Bank D,No
406378,2025-02,First Lien Mortgage,2020-09-13,564394,64883,26915,41.3,58.24,6.53,Current,689,IL,Cash-Out Refinance,No,No,Direct,360,5,Bank A,Yes
406379,2025-02,Home Equity Loan,2023-01-14,336447,458566,385166,75.87,54.01,7.63,Current,622,CA,Purchase,No,No,Direct,360,5,Bank A,No
